exp,trap,cup,start,start,start,start,end,end,end,end,time,depth,pc,pc,pn,pn,pp,pp,pic,psi,mass,mass,n15,n15
16,1,20,9,19,2012,9,9,25,2012,5,5.81,2800,1.71,-9,0.109,-9,-9,-9,0.7,-9,-9,-9,-9,-9
16,1,21,9,25,2012,5,9,30,2012,24,5.81,2800,1.35,-9,0.084,-9,-9,-9,0.42,-9,-9,-9,-9,-9
16,2,1,6,1,2012,0,6,6,2012,19,5.81,4000,2.2,-9,0.154,-9,-9,-9,0.93,-9,-9,-9,-9,-9
16,2,2,6,6,2012,19,6,12,2012,15,5.81,4000,3.23,-9,0.208,-9,-9,-9,1.23,-9,-9,-9,-9,-9
16,2,3,6,12,2012,15,6,18,2012,10,5.81,4000,1.5,-9,0.106,-9,-9,-9,0.51,-9,-9,-9,-9,-9
16,2,4,6,18,2012,10,6,24,2012,6,5.81,4000,2.33,-9,0.145,-9,-9,-9,0.74,-9,-9,-9,-9,-9
16,2,5,6,24,2012,6,6,30,2012,1,5.81,4000,2.79,-9,0.195,-9,-9,-9,1.15,-9,-9,-9,-9,-9
16,2,6,6,30,2012,1,7,5,2012,21,5.81,4000,3.12,-9,0.186,-9,-9,-9,1.36,-9,-9,-9,-9,-9
16,2,7,7,5,2012,21,7,11,2012,16,5.81,4000,1.88,-9,0.127,-9,-9,-9,0.84,-9,-9,-9,-9,-9
16,2,8,7,11,2012,16,7,17,2012,11,5.81,4000,4.47,-9,0.256,-9,-9,-9,1.96,-9,-9,-9,-9,-9
16,2,9,7,17,2012,11,7,23,2012,7,5.81,4000,5.48,-9,0.399,-9,-9,-9,1.47,-9,-9,-9,-9,-9
16,2,10,7,23,2012,7,7,29,2012,2,5.81,4000,3.79,-9,0.257,-9,-9,-9,1.12,-9,-9,-9,-9,-9
16,2,11,7,29,2012,2,8,3,2012,22,5.81,4000,3.51,-9,0.236,-9,-9,-9,1.17,-9,-9,-9,-9,-9
16,2,12,8,3,2012,22,8,9,2012,17,5.81,4000,3.41,-9,0.235,-9,-9,-9,1.03,-9,-9,-9,-9,-9
16,2,13,8,9,2012,17,8,15,2012,13,5.81,4000,2,-9,0.106,-9,-9,-9,0.95,-9,-9,-9,-9,-9
16,2,14,8,15,2012,13,8,21,2012,8,5.81,4000,1.77,-9,0.101,-9,-9,-9,1.05,-9,-9,-9,-9,-9
16,2,15,8,21,2012,8,8,27,2012,3,5.81,4000,1.9,-9,0.118,-9,-9,-9,1.21,-9,-9,-9,-9,-9
16,2,16,8,27,2012,3,9,1,2012,23,5.81,4000,1.45,-9,0.091,-9,-9,-9,0.57,-9,-9,-9,-9,-9
16,2,17,9,1,2012,23,9,7,2012,18,5.81,4000,1.2,-9,0.068,-9,-9,-9,0.5,-9,-9,-9,-9,-9
16,2,18,9,7,2012,18,9,13,2012,14,5.81,4000,2.1,-9,0.118,-9,-9,-9,0.87,-9,-9,-9,-9,-9
16,2,19,9,13,2012,14,9,19,2012,9,5.81,4000,1.42,-9,0.078,-9,-9,-9,0.56,-9,-9,-9,-9,-9
16,2,20,9,19,2012,9,9,25,2012,5,5.81,4000,2.03,-9,0.132,-9,-9,-9,0.77,-9,-9,-9,-9,-9
16,2,21,9,25,2012,5,9,30,2012,24,5.81,4000,1.74,-9,0.109,-9,-9,-9,0.58,-9,-9,-9,-9,-9
17,1,1,3,15,2014,12,3,27,2014,4,11.67,4000,1.25,-9,0.078,-9,0.01024,0.00003,0.5,-9,-9,-9,-9,-9
17,1,2,3,27,2014,4,4,7,2014,20,11.67,4000,1.8,-9,0.11,-9,0.01148,0.00172,0.82,-9,-9,-9,-9,-9
17,1,3,4,7,2014,20,4,19,2014,12,11.67,4000,1.93,-9,0.108,-9,0.01138,0.00061,0.98,-9,-9,-9,-9,-9
17,1,4,4,19,2014,12,5,1,2014,4,11.67,4000,1.62,-9,0.097,-9,0.01063,0.00024,0.85,-9,-9,-9,-9,-9
17,1,5,5,1,2014,4,5,12,2014,20,11.67,4000,1.98,-9,0.126,-9,0.01213,0.00095,0.88,-9,-9,-9,-9,-9
17,1,6,5,12,2014,20,5,24,2014,12,11.67,4000,2.61,-9,0.16,-9,0.01412,0.00036,1.08,-9,-9,-9,-9,-9
17,1,7,5,24,2014,12,6,5,2014,4,11.67,4000,2.64,-9,0.158,-9,0.01372,0.0002,1.15,-9,-9,-9,-9,-9
17,1,8,6,5,2014,4,6,16,2014,20,11.67,4000,2.52,-9,0.182,-9,0.01377,0.00133,0.99,-9,-9,-9,-9,-9
17,1,9,6,16,2014,20,6,28,2014,12,11.67,4000,2.49,-9,0.164,-9,0.01454,-9,1.03,-9,-9,-9,-9,-9
17,1,10,6,28,2014,12,7,10,2014,4,11.67,4000,2,-9,0.126,-9,0.0104,0.00013,0.85,-9,-9,-9,-9,-9
17,1,11,7,10,2014,4,7,21,2014,20,11.67,4000,1.57,-9,0.104,-9,0.01172,0.00059,0.67,-9,-9,-9,-9,-9
17,1,12,7,21,2014,20,8,2,2014,12,11.67,4000,2.55,-9,0.163,-9,0.01313,0.00081,-9,-9,-9,-9,-9,-9
17,1,13,8,2,2014,12,8,14,2014,4,11.67,4000,2.54,-9,0.187,-9,0.01622,-9,1.04,-9,-9,-9,-9,-9
17,1,14,8,14,2014,4,8,25,2014,20,11.67,4000,2.36,-9,0.157,-9,0.01553,0.0021,1.1,-9,-9,-9,-9,-9
17,1,15,8,25,2014,20,9,6,2014,12,11.67,4000,2.04,-9,0.141,-9,0.01171,0.00188,0.8,-9,-9,-9,-9,-9
17,1,16,9,6,2014,12,9,18,2014,4,11.67,4000,1.95,-9,0.125,-9,0.01468,0.0026,0.83,-9,-9,-9,-9,-9
17,1,17,9,18,2014,4,9,29,2014,20,11.67,4000,2.2,-9,0.125,-9,0.01182,0.00064,0.95,-9,-9,-9,-9,-9
17,1,18,9,29,2014,20,10,11,2014,12,11.67,4000,1.88,-9,0.119,-9,0.01151,0.00037,0.81,-9,-9,-9,-9,-9
17,1,19,10,11,2014,12,10,23,2014,4,11.67,4000,2.05,-9,0.139,-9,0.0142,0.00113,1.02,-9,-9,-9,-9,-9
17,1,20,10,23,2014,4,11,3,2014,20,11.67,4000,2.36,-9,0.151,-9,0.01447,0.00127,1.01,-9,-9,-9,-9,-9
17,1,21,11,3,2014,20,11,15,2014,12,11.67,4000,2.14,-9,0.118,-9,0.01688,0.00011,1.07,-9,-9,-9,-9,-9
18,1,1,4,10,2015,12,4,20,2015,17,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,2,4,20,2015,17,4,30,2015,21,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,3,4,30,2015,21,5,11,2015,2,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,4,5,11,2015,2,5,21,2015,6,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,5,5,21,2015,6,5,31,2015,11,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,6,5,31,2015,11,6,10,2015,15,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,7,6,10,2015,15,6,20,2015,20,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,8,6,20,2015,20,7,1,2015,1,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,9,7,1,2015,1,7,11,2015,5,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,10,7,11,2015,5,7,21,2015,10,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,11,7,21,2015,10,7,31,2015,14,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,12,7,31,2015,14,8,10,2015,19,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,13,8,10,2015,19,8,20,2015,23,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,14,8,20,2015,23,8,31,2015,4,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,15,8,31,2015,4,9,10,2015,9,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,16,9,10,2015,9,9,20,2015,13,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,17,9,20,2015,13,9,30,2015,18,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,18,9,30,2015,18,10,10,2015,22,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,19,10,10,2015,22,10,21,2015,3,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,20,10,21,2015,3,10,31,2015,7,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,1,21,10,31,2015,7,11,10,2015,12,10.19,2800,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
18,2,1,4,10,2015,12,4,20,2015,17,10.19,4000,1.38,-9,0.123,-9,-9,-9,-9,0.432,-9,-9,-9,-9
18,2,2,4,20,2015,17,4,30,2015,21,10.19,4000,1.51,-9,0.118,-9,-9,-9,-9,0.494,-9,-9,-9,-9
18,2,3,4,30,2015,21,5,11,2015,2,10.19,4000,1.93,-9,0.15,-9,-9,-9,-9,0.665,-9,-9,-9,-9
18,2,4,5,11,2015,2,5,21,2015,6,10.19,4000,4.18,-9,0.395,-9,-9,-9,-9,1.22,-9,-9,-9,-9
18,2,5,5,21,2015,6,5,31,2015,11,10.19,4000,3.62,-9,0.273,-9,-9,-9,-9,1.079,-9,-9,-9,-9
18,2,6,5,31,2015,11,6,10,2015,15,10.19,4000,3.2,-9,0.274,-9,-9,-9,-9,1,-9,-9,-9,-9
18,2,7,6,10,2015,15,6,20,2015,20,10.19,4000,2.64,-9,0.217,-9,-9,-9,-9,0.927,-9,-9,-9,-9
18,2,8,6,20,2015,20,7,1,2015,1,10.19,4000,2.77,-9,0.226,-9,-9,-9,-9,1.056,-9,-9,-9,-9
18,2,9,7,1,2015,1,7,11,2015,5,10.19,4000,2.39,-9,0.183,-9,-9,-9,-9,0.827,-9,-9,-9,-9
18,2,10,7,11,2015,5,7,21,2015,10,10.19,4000,2.39,-9,0.206,-9,-9,-9,-9,0.747,-9,-9,-9,-9
18,2,11,7,21,2015,10,7,31,2015,14,10.19,4000,2.45,-9,0.29,-9,-9,-9,-9,0.761,-9,-9,-9,-9
18,2,12,7,31,2015,14,8,10,2015,19,10.19,4000,2.73,-9,0.239,-9,-9,-9,-9,0.948,-9,-9,-9,-9
18,2,13,8,10,2015,19,8,20,2015,23,10.19,4000,5.85,-9,0.626,-9,-9,-9,-9,1.601,-9,-9,-9,-9
18,2,14,8,20,2015,23,8,31,2015,4,10.19,4000,6.22,-9,0.679,-9,-9,-9,-9,1.341,-9,-9,-9,-9
18,2,15,8,31,2015,4,9,10,2015,9,10.19,4000,4.16,-9,0.364,-9,-9,-9,-9,1.312,-9,-9,-9,-9
18,2,16,9,10,2015,9,9,20,2015,13,10.19,4000,5.04,-9,0.401,-9,-9,-9,-9,1.791,-9,-9,-9,-9
18,2,17,9,20,2015,13,9,30,2015,18,10.19,4000,3.4,-9,0.272,-9,-9,-9,-9,1.039,-9,-9,-9,-9
18,2,18,9,30,2015,18,10,10,2015,22,10.19,4000,2.74,-9,0.182,-9,-9,-9,-9,0.988,-9,-9,-9,-9
18,2,19,10,10,2015,22,10,21,2015,3,10.19,4000,2.14,-9,0.156,-9,-9,-9,-9,0.856,-9,-9,-9,-9
18,2,20,10,21,2015,3,10,31,2015,7,10.19,4000,2.27,-9,0.173,-9,-9,-9,-9,0.822,-9,-9,-9,-9
18,2,21,10,31,2015,7,11,10,2015,12,10.19,4000,1.92,-9,0.142,-9,-9,-9,-9,0.686,-9,-9,-9,-9
19,1,1,6,1,2016,12,6,9,2016,17,8.19,4000,0.77,0.04,0.051,0.009,-9,-9,-9,0.395,-9,-9,-9,-9
19,1,2,6,9,2016,17,6,17,2016,21,8.19,4000,0.96,0.05,0.06,0.004,-9,-9,-9,0.37,-9,-9,-9,-9
19,1,3,6,17,2016,21,6,26,2016,2,8.19,4000,1.92,0.05,0.131,0.004,-9,-9,-9,0.824,-9,-9,-9,-9
19,1,4,6,26,2016,2,7,4,2016,6,8.19,4000,2.22,0.03,0.141,0.012,-9,-9,-9,0.989,-9,-9,-9,-9
19,1,5,7,4,2016,6,7,12,2016,11,8.19,4000,5.02,0.13,0.345,0.019,-9,-9,-9,1.863,-9,-9,-9,-9
19,1,6,7,12,2016,11,7,20,2016,15,8.19,4000,3.44,0.09,0.247,0.005,-9,-9,-9,1.201,-9,-9,-9,-9
19,1,7,7,20,2016,15,7,28,2016,20,8.19,4000,5.27,0.1,0.34,0.002,-9,-9,-9,2.038,-9,-9,-9,-9
19,1,8,7,28,2016,20,8,6,2016,1,8.19,4000,5.51,0.23,0.348,0.015,-9,-9,-9,2.225,-9,-9,-9,-9
19,1,9,8,6,2016,1,8,14,2016,5,8.19,4000,3.78,0.1,0.276,0.011,-9,-9,-9,2.205,-9,-9,-9,-9
19,1,10,8,14,2016,5,8,22,2016,10,8.19,4000,3.86,0.12,0.242,0.009,-9,-9,-9,1.599,-9,-9,-9,-9
19,1,11,8,22,2016,10,8,30,2016,14,8.19,4000,3,0.03,0.179,0.004,-9,-9,-9,1.19,-9,-9,-9,-9
19,1,12,8,30,2016,14,9,7,2016,19,8.19,4000,2.83,0.1,0.189,0.012,-9,-9,-9,1.06,-9,-9,-9,-9
19,1,13,9,7,2016,19,9,15,2016,23,8.19,4000,2.85,0.02,0.172,0.002,-9,-9,-9,1.113,-9,-9,-9,-9
19,1,14,9,15,2016,23,9,24,2016,4,8.19,4000,2.72,0.03,0.168,0.004,-9,-9,-9,1.128,-9,-9,-9,-9
19,1,15,9,24,2016,4,10,2,2016,9,8.19,4000,1.68,0.02,0.101,0.006,-9,-9,-9,0.738,-9,-9,-9,-9
19,1,16,10,2,2016,9,10,10,2016,13,8.19,4000,2.64,0.07,0.158,0.009,-9,-9,-9,1.23,-9,-9,-9,-9
19,1,17,10,10,2016,13,10,18,2016,18,8.19,4000,1.93,0.09,0.119,0.003,-9,-9,-9,0.984,-9,-9,-9,-9
19,1,18,10,18,2016,18,10,26,2016,22,8.19,4000,2.64,0.05,0.147,0.006,-9,-9,-9,1.291,-9,-9,-9,-9
19,1,19,10,26,2016,22,11,4,2016,3,8.19,4000,1.39,0.03,0.078,0.008,-9,-9,-9,1.069,-9,-9,-9,-9
19,1,20,11,4,2016,3,11,12,2016,7,8.19,4000,1.79,0.02,0.103,0.002,-9,-9,-9,1.146,-9,-9,-9,-9
19,1,21,11,12,2016,7,11,20,2016,12,8.19,4000,1.9,0.01,0.111,0.003,-9,-9,-9,0.911,-9,-9,-9,-9
20,1,1,6,1,2017,12,6,8,2017,19,7.29,4000,1.07,0.04,0.066,0.004,-9,-9,-9,0.282,-9,-9,-9,-9
20,1,2,6,8,2017,19,6,16,2017,2,7.29,4000,2.49,0.02,0.144,0.004,-9,-9,-9,0.624,-9,-9,-9,-9
20,1,3,6,16,2017,2,6,23,2017,9,7.29,4000,1.46,0.02,0.094,0.003,-9,-9,-9,0.422,-9,-9,-9,-9
20,1,4,6,23,2017,9,6,30,2017,15,7.29,4000,1.94,0.01,0.115,0.002,-9,-9,-9,0.574,-9,-9,-9,-9
20,1,5,6,30,2017,15,7,7,2017,22,7.29,4000,1.59,0.04,0.101,0.006,-9,-9,-9,0.481,-9,-9,-9,-9
20,1,6,7,7,2017,22,7,15,2017,5,7.29,4000,2.72,0.04,0.162,0.006,-9,-9,-9,0.823,-9,-9,-9,-9
20,1,7,7,15,2017,5,7,22,2017,12,7.29,4000,3.33,0.11,0.2,0.005,-9,-9,-9,0.946,-9,-9,-9,-9
20,1,8,7,22,2017,12,7,29,2017,19,7.29,4000,2.85,0.06,0.179,0.002,-9,-9,-9,0.477,-9,-9,-9,-9
20,1,9,7,29,2017,19,8,6,2017,2,7.29,4000,3.18,0.13,0.2,0.008,-9,-9,-9,0.693,-9,-9,-9,-9
20,1,10,8,6,2017,2,8,13,2017,9,7.29,4000,3.85,0.05,0.245,0.01,-9,-9,-9,0.937,-9,-9,-9,-9
20,1,11,8,13,2017,9,8,20,2017,15,7.29,4000,3.79,0.05,0.242,0.002,-9,-9,-9,0.788,-9,-9,-9,-9
20,1,12,8,20,2017,15,8,27,2017,22,7.29,4000,3.6,0.03,0.242,0.007,-9,-9,-9,1.332,-9,-9,-9,-9
20,1,13,8,27,2017,22,9,4,2017,5,7.29,4000,2.57,0.1,0.152,0.007,-9,-9,-9,0.7,-9,-9,-9,-9
20,1,14,9,4,2017,5,9,11,2017,12,7.29,4000,2.89,0.08,0.175,0.008,-9,-9,-9,0.797,-9,-9,-9,-9
20,1,15,9,11,2017,12,9,18,2017,19,7.29,4000,2.17,0.03,0.131,0.006,-9,-9,-9,0.86,-9,-9,-9,-9
20,1,16,9,18,2017,19,9,26,2017,2,7.29,4000,1.53,0.03,0.099,0.007,-9,-9,-9,0.521,-9,-9,-9,-9
20,1,17,9,26,2017,2,10,3,2017,9,7.29,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
20,1,18,10,3,2017,9,10,10,2017,15,7.29,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
20,1,19,10,10,2017,15,10,17,2017,22,7.29,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
20,1,20,10,17,2017,22,10,25,2017,5,7.29,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
20,1,21,10,25,2017,5,11,1,2017,12,7.29,4000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
21,1,1,6,1,2018,0,6,6,2018,18,5.76,4000,3.53,0.17,0.211,0.007,-9,-9,-9,-9,-9,-9,-9,-9
21,1,2,6,6,2018,18,6,12,2018,13,5.76,4000,3.12,0.24,0.167,0.01,-9,-9,-9,-9,-9,-9,-9,-9
21,1,3,6,12,2018,13,6,18,2018,7,5.76,4000,2.84,0.1,0.146,0.005,-9,-9,-9,-9,-9,-9,-9,-9
21,1,4,6,18,2018,7,6,24,2018,1,5.76,4000,4.69,0.25,0.258,0.017,-9,-9,-9,-9,-9,-9,-9,-9
21,1,5,6,24,2018,1,6,29,2018,19,5.76,4000,3.01,0.03,0.169,0.018,-9,-9,-9,-9,-9,-9,-9,-9
21,1,6,6,29,2018,19,7,5,2018,14,5.76,4000,2.14,0.05,0.119,0.011,-9,-9,-9,-9,-9,-9,-9,-9
21,1,7,7,5,2018,14,7,11,2018,8,5.76,4000,2.55,0.06,0.124,0.008,-9,-9,-9,-9,-9,-9,-9,-9
21,1,8,7,11,2018,8,7,17,2018,2,5.76,4000,3.09,0.05,0.172,0.006,-9,-9,-9,-9,-9,-9,-9,-9
21,1,9,7,17,2018,2,7,22,2018,21,5.76,4000,4.77,0.08,0.298,0.006,-9,-9,-9,-9,-9,-9,-9,-9
21,1,10,7,22,2018,21,7,28,2018,15,5.76,4000,4.15,0.23,0.251,0.008,-9,-9,-9,-9,-9,-9,-9,-9
21,1,11,7,28,2018,15,8,3,2018,9,5.76,4000,3.75,0.05,0.237,0.006,-9,-9,-9,-9,-9,-9,-9,-9
21,1,12,8,3,2018,9,8,9,2018,3,5.76,4000,4.6,0.18,0.278,0.038,-9,-9,-9,-9,-9,-9,-9,-9
21,1,13,8,9,2018,3,8,14,2018,22,5.76,4000,3.47,0.2,0.195,0.006,-9,-9,-9,-9,-9,-9,-9,-9
21,1,14,8,14,2018,22,8,20,2018,16,5.76,4000,3.58,0.13,0.203,0.002,-9,-9,-9,-9,-9,-9,-9,-9
21,1,15,8,20,2018,16,8,26,2018,10,5.76,4000,4.08,0.21,0.233,0.015,-9,-9,-9,-9,-9,-9,-9,-9
21,1,16,8,26,2018,10,9,1,2018,5,5.76,4000,3.27,0.12,0.185,0.01,-9,-9,-9,-9,-9,-9,-9,-9
21,1,17,9,1,2018,5,9,6,2018,23,5.76,4000,1.74,0.03,0.098,0.003,-9,-9,-9,-9,-9,-9,-9,-9
21,1,18,9,6,2018,23,9,12,2018,17,5.76,4000,1.76,0.06,0.097,0.011,-9,-9,-9,-9,-9,-9,-9,-9
21,1,19,9,12,2018,17,9,18,2018,11,5.76,4000,1.94,0.07,0.113,0.005,-9,-9,-9,-9,-9,-9,-9,-9
21,1,20,9,18,2018,11,9,24,2018,6,5.76,4000,2.77,0.1,0.171,0.011,-9,-9,-9,-9,-9,-9,-9,-9
21,1,21,9,24,2018,6,9,29,2018,24,5.76,4000,3.12,0.11,0.178,0.012,-9,-9,-9,-9,-9,-9,-9,-9
21,2,1,7,1,2018,0,7,3,2018,21,2.86,4000,2.1,0.05,0.131,0.023,-9,-9,-9,-9,-9,-9,-9,-9
21,2,2,7,3,2018,21,7,6,2018,17,2.86,4000,3.24,0.01,0.183,0.015,-9,-9,-9,-9,-9,-9,-9,-9
21,2,3,7,6,2018,17,7,9,2018,14,2.86,4000,1.31,0.03,0.07,0.011,-9,-9,-9,-9,-9,-9,-9,-9
21,2,4,7,9,2018,14,7,12,2018,10,2.86,4000,1.7,0.05,0.083,0.008,-9,-9,-9,-9,-9,-9,-9,-9
21,2,5,7,12,2018,10,7,15,2018,7,2.86,4000,3.61,0.05,0.221,0.026,-9,-9,-9,-9,-9,-9,-9,-9
21,2,6,7,15,2018,7,7,18,2018,3,2.86,4000,3.47,0.04,0.244,0.011,-9,-9,-9,-9,-9,-9,-9,-9
21,2,7,7,18,2018,3,7,20,2018,24,2.86,4000,4.21,0.09,0.31,0.02,-9,-9,-9,-9,-9,-9,-9,-9
21,2,8,7,20,2018,24,7,23,2018,21,2.86,4000,3.23,0.18,0.233,0.003,-9,-9,-9,-9,-9,-9,-9,-9
21,2,9,7,23,2018,21,7,26,2018,17,2.86,4000,3.43,0.14,0.202,0.016,-9,-9,-9,-9,-9,-9,-9,-9
21,2,10,7,26,2018,17,7,29,2018,14,2.86,4000,3.33,0.11,0.229,0.028,-9,-9,-9,-9,-9,-9,-9,-9
21,2,11,7,29,2018,14,8,1,2018,10,2.86,4000,3.68,0.13,0.241,0.027,-9,-9,-9,-9,-9,-9,-9,-9
21,2,12,8,1,2018,10,8,4,2018,7,2.86,4000,3.43,0.09,0.25,0.017,-9,-9,-9,-9,-9,-9,-9,-9
21,2,13,8,4,2018,7,8,7,2018,3,2.86,4000,3.09,0.4,0.214,0.005,-9,-9,-9,-9,-9,-9,-9,-9
21,2,14,8,7,2018,3,8,9,2018,24,2.86,4000,4.81,0.13,0.332,0.03,-9,-9,-9,-9,-9,-9,-9,-9
21,2,15,8,9,2018,24,8,12,2018,21,2.86,4000,4.29,0.07,0.308,0.009,-9,-9,-9,-9,-9,-9,-9,-9
21,2,16,8,12,2018,21,8,15,2018,17,2.86,4000,2.99,0.19,0.199,0.017,-9,-9,-9,-9,-9,-9,-9,-9
21,2,17,8,15,2018,17,8,18,2018,14,2.86,4000,1.55,0.03,0.111,0.01,-9,-9,-9,-9,-9,-9,-9,-9
21,2,18,8,18,2018,14,8,21,2018,10,2.86,4000,4.33,0.04,0.267,0.016,-9,-9,-9,-9,-9,-9,-9,-9
21,2,19,8,21,2018,10,8,24,2018,7,2.86,4000,3.05,0.18,0.199,0.015,-9,-9,-9,-9,-9,-9,-9,-9
21,2,20,8,24,2018,7,8,27,2018,3,2.86,4000,3.65,0.1,0.228,0.008,-9,-9,-9,-9,-9,-9,-9,-9
21,2,21,8,27,2018,3,8,29,2018,24,2.86,4000,3.12,0.22,0.195,0.025,-9,-9,-9,-9,-9,-9,-9,-9